Iteration,Heuristic Value,Restarted,Inner Iteration,Time
2860,24,81,19,17490.0000
2861,25,81,20,17496.0000
2862,26,81,21,17502.0000
2863,27,81,22,17508.0000
2864,28,81,23,17514.0000
2865,29,81,24,17520.0000
2866,31,81,25,17525.0000
2867,32,81,26,17532.0000
2868,33,81,27,17538.0000
2869,34,81,28,17544.0000
2870,35,81,29,17550.0000
2871,36,81,30,17556.0000
2872,37,81,31,17562.0000
2873,38,81,32,17568.0000
2874,38,81,33,17576.0000
2875,2,82,1,17582.0000
2876,4,82,2,17588.0000
2877,6,82,3,17595.0000
2878,8,82,4,17601.0000
2879,9,82,5,17607.0000
2880,10,82,6,17612.0000
2881,11,82,7,17616.0000
2882,13,82,8,17619.0000
2883,14,82,9,17627.0000
2884,15,82,10,17631.0000
2885,16,82,11,17638.0000
2886,17,82,12,17642.0000
2887,18,82,13,17649.0000
2888,19,82,14,17655.0000
2889,20,82,15,17660.0000
2890,21,82,16,17666.0000
2891,22,82,17,17672.0000
2892,23,82,18,17677.0000
2893,24,82,19,17679.0000
2894,25,82,20,17689.0000
2895,26,82,21,17694.0000
2896,27,82,22,17698.0000
2897,29,82,23,17706.0000
2898,30,82,24,17709.0000
2899,31,82,25,17718.0000
2900,32,82,26,17725.0000
2901,33,82,27,17730.0000
2902,34,82,28,17737.0000
2903,35,82,29,17742.0000
2904,36,82,30,17746.0000
2905,37,82,31,17755.0000
2906,38,82,32,17758.0000
2907,39,82,33,17768.0000
2908,40,82,34,17770.0000
2909,41,82,35,17780.0000
2910,42,82,36,17785.0000
2911,43,82,37,17793.0000
